price_chf,city,postal_code,latitude,longitude,surface_m2,num_rooms,type,is_furnished,floor,wifi_incl,charges_incl,car_park,dist_public_transport_km,proxim_hesso_km,nearest_hesso_name
279,Riddes,1908,46.176117,7.213787,15.2,1.0,room,False,0,True,False,False,0.508,12.8,HES-SO Sion
344,Fully,1926,46.135598,7.114933,15.1,1.0,room,True,2,True,True,False,0.157,21.65,HES-SO Sion
364,Riddes,1908,46.175987,7.212963,18.0,1.0,room,True,2,False,True,False,0.54,12.86,HES-SO Sion
603,Sion,1950,46.232453,7.356152,28.9,1.0,room,False,1,False,False,False,0.162,0.78,HES-SO Sion
256,St-Maurice,1890,46.224354,7.001658,16.7,1.0,room,True,0,True,False,False,0.299,27.84,HES-SO Sion
476,Sion,1950,46.228392,7.358922,16.0,1.0,room,True,5,True,False,False,0.062,0.32,HES-SO Sion
472,Conthey,1964,46.213574,7.304608,19.9,1.0,room,True,2,True,True,False,0.284,4.71,HES-SO Sion
460,Martigny,1920,46.101038,7.076716,23.4,1.0,room,True,2,True,False,False,0.178,26.14,HES-SO Sion
314,Vétroz,1963,46.222228,7.287347,16.8,1.0,room,False,5,True,False,False,0.436,5.82,HES-SO Sion
1204,Saxon,1907,46.150855,7.174872,32.0,1.5,entire_home,True,5,False,True,True,0.198,16.78,HES-SO Sion
403,Martigny,1920,46.102059,7.068625,22.4,1.0,room,True,0,True,False,False,0.158,26.61,HES-SO Sion
408,Fully,1926,46.141437,7.112735,21.6,1.0,room,True,2,False,True,False,0.576,21.5,HES-SO Sion
302,Visp,3930,46.290645,7.887497,15.5,1.0,room,True,0,False,False,False,0.129,22.35,HES-SO Loeche
1627,St-Maurice,1890,46.217829,7.002975,62.7,3.0,entire_home,False,4,True,True,False,0.177,27.76,HES-SO Sion
315,Monthey,1870,46.247441,6.946936,23.1,1.0,room,False,4,True,False,False,0.295,32.13,HES-SO Sion
1429,Leuk,3953,46.317609,7.630119,43.8,2.0,entire_home,True,4,False,True,False,0.08,6.79,HES-SO Loeche
528,Sion,1950,46.225683,7.36249,19.4,1.0,room,True,4,False,True,False,0.13,0.15,HES-SO Sion
1413,Saxon,1907,46.145428,7.178101,44.7,3.0,entire_home,True,5,True,True,False,0.509,16.88,HES-SO Sion
457,Riddes,1908,46.169271,7.215423,28.2,1.0,room,False,1,False,True,False,0.406,13.04,HES-SO Sion
496,Riddes,1908,46.174513,7.215125,28.6,1.0,room,False,0,True,True,False,0.306,12.78,HES-SO Sion
1144,Fully,1926,46.136597,7.113905,31.9,2.0,entire_home,True,5,True,False,True,0.167,21.67,HES-SO Sion
547,Sierre,3960,46.296569,7.533391,23.0,1.0,room,False,5,False,True,True,0.048,0.55,HES-SO Sierre
276,Monthey,1870,46.248786,6.953225,18.3,1.0,room,True,2,False,False,False,0.059,31.66,HES-SO Sion
314,Brig,3900,46.316064,7.988142,17.5,1.0,room,True,0,False,True,False,0.02,28.69,HES-SO Loeche
565,Sion,1950,46.227799,7.361565,21.1,1.0,room,True,5,False,False,True,0.126,0.11,HES-SO Sion
266,Saxon,1907,46.153608,7.176532,19.5,1.0,room,True,0,False,False,False,0.337,16.51,HES-SO Sion
498,Brig,3900,46.315724,7.981257,30.0,1.0,room,False,2,False,True,False,0.074,28.19,HES-SO Loeche
373,Monthey,1870,46.251061,6.951937,15.8,1.0,room,True,4,False,False,False,0.295,31.78,HES-SO Sion
345,Fully,1926,46.139856,7.110812,20.2,1.0,room,True,0,True,False,False,0.528,21.71,HES-SO Sion
1204,Saxon,1907,46.150593,7.171234,36.3,2.0,entire_home,False,5,True,True,True,0.217,17.03,HES-SO Sion
1176,Sion,1950,46.225048,7.358251,32.1,1.5,entire_home,False,3,False,True,False,0.121,0.39,HES-SO Sion
409,Leuk,3953,46.316944,7.63144,18.6,1.0,room,True,5,True,False,False,0.073,6.86,HES-SO Loeche
452,Riddes,1908,46.17708,7.21648,20.5,1.0,room,True,3,True,False,True,0.505,12.56,HES-SO Sion
387,Fully,1926,46.139776,7.115579,27.2,1.0,room,False,0,False,False,False,0.333,21.39,HES-SO Sion
351,St-Maurice,1890,46.223015,7.000601,17.3,1.0,room,False,2,False,True,False,0.28,27.92,HES-SO Sion
507,Sierre,3960,46.294035,7.532945,15.2,1.0,room,True,2,True,True,False,0.006,0.31,HES-SO Sierre
408,St-Maurice,1890,46.215928,6.99824,27.1,1.0,room,False,3,False,False,True,0.298,28.13,HES-SO Sion
1271,Leuk,3953,46.315895,7.636698,39.7,1.5,entire_home,False,1,False,True,False,0.415,7.01,HES-SO Loeche
1740,Monthey,1870,46.254535,6.952134,60.9,3.0,entire_home,True,2,False,True,True,0.09,31.8,HES-SO Sion
453,Fully,1926,46.13339,7.109061,28.9,1.0,room,False,5,True,False,False,0.124,22.16,HES-SO Sion
570,Vétroz,1963,46.222341,7.287069,25.4,1.0,room,True,3,True,False,True,0.433,5.84,HES-SO Sion
442,Fully,1926,46.134917,7.108302,29.9,1.0,room,False,5,False,False,False,0.225,22.14,HES-SO Sion
613,Leuk,3953,46.314783,7.638512,28.5,1.0,room,True,4,False,True,False,0.505,7.15,HES-SO Loeche
555,Sion,1950,46.232599,7.357,19.2,1.0,room,True,2,True,True,False,0.161,0.75,HES-SO Sion
625,Sion,1950,46.228813,7.355885,25.9,1.0,room,True,2,True,False,False,0.214,0.55,HES-SO Sion
1399,Riddes,1908,46.171189,7.217359,43.1,1.5,entire_home,True,3,False,True,False,0.152,12.81,HES-SO Sion
415,Monthey,1870,46.252758,6.95268,16.3,1.0,room,True,3,True,True,True,0.169,31.74,HES-SO Sion
1012,Riddes,1908,46.170516,7.218143,28.2,1.5,entire_home,False,5,False,False,True,0.223,12.79,HES-SO Sion
1272,Saxon,1907,46.147812,7.178796,44.0,1.5,entire_home,False,0,False,False,False,0.331,16.69,HES-SO Sion
418,Leuk,3953,46.313761,7.634217,24.8,1.0,room,False,0,False,False,False,0.484,7.23,HES-SO Loeche
1060,Vétroz,1963,46.219684,7.286517,31.0,1.5,entire_home,False,3,False,True,False,0.702,5.92,HES-SO Sion
454,Vétroz,1963,46.223103,7.28179,26.2,1.0,room,False,2,True,False,False,0.342,6.24,HES-SO Sion
520,Riddes,1908,46.170084,7.214097,24.9,1.0,room,False,0,True,True,True,0.396,13.09,HES-SO Sion
422,St-Maurice,1890,46.218464,7.001652,24.5,1.0,room,False,5,False,False,False,0.234,27.86,HES-SO Sion
366,Sierre,3960,46.289842,7.534644,18.7,1.0,room,False,5,False,False,False,0.112,0.24,HES-SO Sierre
527,St-Maurice,1890,46.219904,6.999618,28.6,1.0,room,False,2,False,True,True,0.431,28.01,HES-SO Sion
1399,Martigny,1920,46.100155,7.074729,41.5,2.0,entire_home,True,5,True,False,True,0.271,26.32,HES-SO Sion
659,Vétroz,1963,46.226766,7.283246,28.0,1.0,room,True,3,True,False,False,0.127,6.11,HES-SO Sion
536,Visp,3930,46.291023,7.88568,25.8,1.0,room,True,2,True,False,False,0.104,22.2,HES-SO Loeche
311,Visp,3930,46.294379,7.886128,15.7,1.0,room,True,3,False,False,False,0.069,22.07,HES-SO Loeche
1764,Brig,3900,46.313544,7.978814,63.5,3.0,entire_home,True,4,True,False,False,0.091,28.07,HES-SO Loeche
587,Vétroz,1963,46.223294,7.278536,26.2,1.0,room,False,4,True,True,True,0.27,6.49,HES-SO Sion
509,Riddes,1908,46.171662,7.217261,28.9,1.0,room,False,0,False,False,False,0.105,12.79,HES-SO Sion
748,Vétroz,1963,46.2269,7.281054,29.7,1.0,room,True,3,True,True,False,0.238,6.28,HES-SO Sion
447,Sierre,3960,46.288471,7.532338,19.4,1.0,room,True,4,False,False,False,0.175,0.46,HES-SO Sierre
348,Fully,1926,46.136013,7.108015,22.3,1.0,room,False,1,True,True,False,0.327,22.1,HES-SO Sion
1220,Riddes,1908,46.175412,7.217198,37.5,2.0,entire_home,False,5,True,True,False,0.312,12.6,HES-SO Sion
352,Monthey,1870,46.255266,6.944314,16.5,1.0,room,False,5,False,False,True,0.118,32.41,HES-SO Sion
269,St-Maurice,1890,46.217441,7.000125,20.4,1.0,room,False,2,False,True,False,0.19,27.98,HES-SO Sion
577,Leuk,3953,46.319345,7.635037,27.7,1.0,room,True,0,True,False,False,0.127,6.62,HES-SO Loeche
390,Riddes,1908,46.175063,7.216005,25.5,1.0,room,False,4,True,False,False,0.312,12.7,HES-SO Sion
249,Fully,1926,46.142791,7.1104,18.8,1.0,room,False,4,True,True,False,0.796,21.6,HES-SO Sion
266,St-Maurice,1890,46.219355,7.002726,16.2,1.0,room,True,0,False,True,False,0.312,27.77,HES-SO Sion
1054,Brig,3900,46.312859,7.986025,29.2,1.5,entire_home,False,5,False,True,True,0.104,28.62,HES-SO Loeche
468,Brig,3900,46.317926,7.983285,26.9,1.0,room,True,3,True,False,False,0.084,28.28,HES-SO Loeche
532,Monthey,1870,46.251381,6.950583,25.1,1.0,room,True,2,True,False,False,0.255,31.89,HES-SO Sion
1268,Conthey,1964,46.21608,7.297247,35.9,1.5,entire_home,False,5,True,True,False,0.214,5.18,HES-SO Sion
251,St-Maurice,1890,46.217319,7.003154,15.5,1.0,room,False,3,False,True,False,0.135,27.75,HES-SO Sion
240,Visp,3930,46.291836,7.887819,15.6,1.0,room,True,5,True,False,False,0.072,22.31,HES-SO Loeche
561,Leuk,3953,46.315399,7.636877,27.4,1.0,room,True,3,False,False,False,0.461,7.07,HES-SO Loeche
336,Vétroz,1963,46.226989,7.282896,18.2,1.0,room,False,4,False,False,False,0.162,6.14,HES-SO Sion
1172,Conthey,1964,46.215772,7.304329,31.3,2.0,entire_home,False,5,True,False,True,0.07,4.66,HES-SO Sion
465,St-Maurice,1890,46.21913,7.005234,23.1,1.0,room,True,3,False,True,True,0.183,27.58,HES-SO Sion
1253,Vétroz,1963,46.22032,7.279004,40.6,1.5,entire_home,False,1,True,True,False,0.602,6.48,HES-SO Sion
295,Saxon,1907,46.1541,7.171048,15.4,1.0,room,False,4,False,False,False,0.555,16.86,HES-SO Sion
379,Brig,3900,46.320223,7.986893,25.3,1.0,room,False,0,False,True,False,0.073,28.49,HES-SO Loeche
1007,Martigny,1920,46.103312,7.076509,30.9,1.5,entire_home,False,0,True,True,False,0.11,26.02,HES-SO Sion
289,St-Maurice,1890,46.217395,6.996389,16.4,1.0,room,True,0,False,False,False,0.451,28.27,HES-SO Sion
588,Visp,3930,46.290442,7.882721,24.9,1.0,room,True,4,True,True,True,0.2,22.03,HES-SO Loeche
1371,Leuk,3953,46.318197,7.631408,39.2,2.0,entire_home,True,4,False,False,False,0.073,6.72,HES-SO Loeche
1162,Saxon,1907,46.144494,7.178346,38.4,2.0,entire_home,True,2,False,False,False,0.604,16.92,HES-SO Sion
377,Monthey,1870,46.253389,6.947843,26.4,1.0,room,False,0,True,False,False,0.049,32.12,HES-SO Sion
449,Sierre,3960,46.289272,7.536319,20.1,1.0,room,False,3,True,False,False,0.071,0.3,HES-SO Sierre
1596,Vétroz,1963,46.225651,7.285783,51.9,3.0,entire_home,False,1,True,False,True,0.137,5.92,HES-SO Sion
515,Martigny,1920,46.103209,7.074078,26.5,1.0,room,True,4,True,True,False,0.151,26.18,HES-SO Sion
296,Fully,1926,46.133434,7.109349,21.5,1.0,room,False,1,False,False,False,0.102,22.14,HES-SO Sion
358,Visp,3930,46.295865,7.887365,24.2,1.0,room,False,4,True,False,False,0.149,22.09,HES-SO Loeche
986,Fully,1926,46.142774,7.108651,28.3,1.5,entire_home,False,2,True,True,False,0.876,21.72,HES-SO Sion
1655,Martigny,1920,46.105601,7.074542,52.6,2.5,entire_home,True,0,False,True,True,0.136,26.01,HES-SO Sion
537,Sierre,3960,46.291448,7.537328,24.2,1.0,room,False,1,False,True,False,0.198,0.14,HES-SO Sierre
318,Fully,1926,46.13335,7.114542,15.4,1.0,room,True,2,True,False,False,0.194,21.79,HES-SO Sion
494,Monthey,1870,46.253492,6.944767,23.6,1.0,room,True,0,False,False,True,0.197,32.35,HES-SO Sion
336,Martigny,1920,46.105873,7.068657,21.9,1.0,room,False,2,True,False,False,0.133,26.39,HES-SO Sion
459,Fully,1926,46.139257,7.115091,27.3,1.0,room,False,1,True,False,False,0.283,21.45,HES-SO Sion
285,Martigny,1920,46.105555,7.068294,18.1,1.0,room,False,4,True,False,False,0.178,26.43,HES-SO Sion
573,Sierre,3960,46.29639,7.538842,19.8,1.0,room,True,1,True,True,False,0.094,0.56,HES-SO Sierre
511,Martigny,1920,46.106888,7.07517,25.2,1.0,room,True,5,True,True,False,0.135,25.9,HES-SO Sion
335,Visp,3930,46.295886,7.88456,16.8,1.0,room,True,4,True,False,False,0.145,21.89,HES-SO Loeche
546,Sierre,3960,46.293511,7.530858,20.2,1.0,room,True,2,False,True,False,0.109,0.41,HES-SO Sierre
640,Sion,1950,46.223868,7.35771,27.1,1.0,room,True,0,False,False,False,0.107,0.51,HES-SO Sion
521,Conthey,1964,46.217937,7.29952,23.2,1.0,room,True,4,False,False,False,0.13,4.96,HES-SO Sion
758,Sion,1950,46.223208,7.35829,29.9,1.0,room,True,3,False,False,True,0.077,0.53,HES-SO Sion
356,Sierre,3960,46.290121,7.532083,20.6,1.0,room,False,5,False,False,False,0.137,0.34,HES-SO Sierre
524,Vétroz,1963,46.221302,7.285931,25.2,1.0,room,True,0,False,False,False,0.517,5.94,HES-SO Sion
379,Leuk,3953,46.315389,7.633535,18.6,1.0,room,True,5,False,False,False,0.304,7.05,HES-SO Loeche
1389,Monthey,1870,46.250743,6.945126,42.0,1.5,entire_home,True,5,True,True,False,0.206,32.3,HES-SO Sion
309,St-Maurice,1890,46.221788,7.004218,19.5,1.0,room,False,2,True,False,False,0.052,27.65,HES-SO Sion
1273,Saxon,1907,46.153811,7.174529,44.2,1.5,entire_home,False,2,False,False,True,0.419,16.64,HES-SO Sion
542,Conthey,1964,46.214127,7.301567,22.4,1.0,room,True,4,False,False,True,0.314,4.91,HES-SO Sion
1217,Monthey,1870,46.252741,6.951672,37.4,1.5,entire_home,False,4,True,True,True,0.138,31.82,HES-SO Sion
637,Riddes,1908,46.17059,7.214698,26.3,1.0,room,True,0,False,True,True,0.324,13.02,HES-SO Sion
430,Saxon,1907,46.154118,7.171218,29.5,1.0,room,False,0,False,False,False,0.553,16.84,HES-SO Sion
1346,Brig,3900,46.314816,7.981544,40.9,1.5,entire_home,True,3,True,True,False,0.083,28.24,HES-SO Loeche
416,Sion,1950,46.22934,7.356221,21.4,1.0,room,False,1,False,False,False,0.191,0.55,HES-SO Sion
314,Riddes,1908,46.172623,7.214752,20.9,1.0,room,False,2,False,True,False,0.24,12.91,HES-SO Sion
1054,Vétroz,1963,46.217548,7.280044,29.4,2.0,entire_home,False,2,False,False,True,0.885,6.45,HES-SO Sion
470,Fully,1926,46.14057,7.107457,23.7,1.0,room,True,4,False,True,False,0.697,21.91,HES-SO Sion
1650,St-Maurice,1890,46.214823,6.996287,63.7,2.5,entire_home,False,0,False,False,True,0.477,28.29,HES-SO Sion
1516,Leuk,3953,46.312209,7.632248,54.8,3.0,entire_home,False,3,True,False,False,0.601,7.39,HES-SO Loeche
421,Martigny,1920,46.101357,7.071304,26.7,1.0,room,False,5,False,True,False,0.159,26.47,HES-SO Sion
438,Visp,3930,46.288764,7.884932,25.6,1.0,room,True,1,False,False,False,0.088,22.26,HES-SO Loeche
455,Saxon,1907,46.15255,7.172663,22.0,1.0,room,True,1,True,True,False,0.357,16.83,HES-SO Sion
363,Saxon,1907,46.145154,7.179813,26.1,1.0,room,False,4,False,False,False,0.62,16.78,HES-SO Sion
418,Saxon,1907,46.147561,7.174698,25.2,1.0,room,False,3,False,True,False,0.17,16.98,HES-SO Sion
691,Sierre,3960,46.290004,7.535119,29.4,1.0,room,False,3,True,True,False,0.127,0.21,HES-SO Sierre
1104,Conthey,1964,46.215845,7.300803,31.8,1.5,entire_home,False,5,True,False,False,0.254,4.92,HES-SO Sion
618,Conthey,1964,46.213509,7.295619,27.0,1.0,room,False,4,True,True,True,0.506,5.37,HES-SO Sion
555,St-Maurice,1890,46.218778,7.000494,29.9,1.0,room,True,4,False,False,False,0.293,27.94,HES-SO Sion
399,Leuk,3953,46.316088,7.632384,18.8,1.0,room,False,2,True,False,True,0.19,6.96,HES-SO Loeche
1223,Saxon,1907,46.148266,7.17282,38.7,2.0,entire_home,False,5,True,True,False,0.123,17.06,HES-SO Sion
361,Monthey,1870,46.256677,6.950585,19.4,1.0,room,True,0,False,False,False,0.085,31.94,HES-SO Sion
1377,Brig,3900,46.319832,7.985001,43.3,1.5,entire_home,False,0,False,True,True,0.071,28.36,HES-SO Loeche
659,Visp,3930,46.297512,7.882017,28.7,1.0,room,True,1,True,True,False,0.26,21.64,HES-SO Loeche
345,Monthey,1870,46.255444,6.944611,19.2,1.0,room,True,3,False,True,False,0.102,32.38,HES-SO Sion
459,Visp,3930,46.289622,7.886913,24.7,1.0,room,True,1,False,True,False,0.054,22.36,HES-SO Loeche
312,Saxon,1907,46.151596,7.179996,20.4,1.0,room,False,3,True,True,False,0.222,16.39,HES-SO Sion
510,Riddes,1908,46.175344,7.22034,29.8,1.0,room,False,5,False,False,False,0.341,12.38,HES-SO Sion
1097,Conthey,1964,46.217275,7.304663,32.6,2.0,entire_home,False,4,True,False,False,0.11,4.59,HES-SO Sion
654,Conthey,1964,46.221343,7.302114,28.7,1.0,room,True,4,False,True,False,0.229,4.7,HES-SO Sion
1211,Monthey,1870,46.251493,6.948734,37.9,1.5,entire_home,True,0,False,False,False,0.144,32.03,HES-SO Sion
525,Leuk,3953,46.312533,7.63402,21.3,1.0,room,True,5,False,True,True,0.601,7.37,HES-SO Loeche
654,Sierre,3960,46.295292,7.5371,27.2,1.0,room,True,0,True,False,False,0.187,0.39,HES-SO Sierre
397,Fully,1926,46.140061,7.107088,20.7,1.0,room,False,1,True,True,True,0.665,21.96,HES-SO Sion
429,Martigny,1920,46.10535,7.072788,27.6,1.0,room,False,4,True,False,False,0.247,26.14,HES-SO Sion
350,Sierre,3960,46.287377,7.534798,16.0,1.0,room,False,0,True,True,False,0.166,0.51,HES-SO Sierre
282,Fully,1926,46.139067,7.105864,15.8,1.0,room,True,5,True,False,False,0.646,22.09,HES-SO Sion
609,Vétroz,1963,46.220528,7.283707,25.4,1.0,room,True,4,False,True,False,0.582,6.12,HES-SO Sion
593,Conthey,1964,46.217073,7.304883,29.2,1.0,room,False,1,False,True,False,0.102,4.58,HES-SO Sion
319,Brig,3900,46.314237,7.978462,20.7,1.0,room,False,4,True,True,False,0.041,28.02,HES-SO Loeche
451,St-Maurice,1890,46.221967,6.997434,29.3,1.0,room,False,4,True,False,False,0.512,28.17,HES-SO Sion
331,Fully,1926,46.139417,7.113815,18.1,1.0,room,False,0,True,False,False,0.338,21.53,HES-SO Sion
1425,Riddes,1908,46.169495,7.211719,49.0,3.0,entire_home,False,1,False,True,False,0.453,13.28,HES-SO Sion
342,Martigny,1920,46.099861,7.075921,22.5,1.0,room,False,5,False,True,False,0.287,26.26,HES-SO Sion
1737,Leuk,3953,46.320895,7.636433,61.3,3.0,entire_home,False,5,True,False,False,0.256,6.46,HES-SO Loeche
1760,Brig,3900,46.320943,7.983493,64.2,3.0,entire_home,True,5,False,True,False,0.161,28.22,HES-SO Loeche
329,Brig,3900,46.312726,7.981579,17.0,1.0,room,False,4,False,True,False,0.102,28.3,HES-SO Loeche
1553,Brig,3900,46.316171,7.985568,55.5,3.0,entire_home,False,1,True,True,False,0.087,28.5,HES-SO Loeche
585,Leuk,3953,46.315633,7.637011,24.1,1.0,room,True,1,True,False,True,0.433,7.05,HES-SO Loeche
550,Sierre,3960,46.28926,7.537052,20.9,1.0,room,True,2,True,False,False,0.046,0.31,HES-SO Sierre
294,Brig,3900,46.316139,7.979069,23.2,1.0,room,False,0,False,False,False,0.159,28.01,HES-SO Loeche
425,Martigny,1920,46.106605,7.067559,26.8,1.0,room,False,3,True,False,False,0.173,26.42,HES-SO Sion
447,St-Maurice,1890,46.218863,7.006064,25.5,1.0,room,False,4,True,True,True,0.15,27.51,HES-SO Sion
368,Sierre,3960,46.29142,7.539587,17.2,1.0,room,True,0,False,False,False,0.276,0.31,HES-SO Sierre
1253,Conthey,1964,46.217422,7.303913,35.8,2.0,entire_home,False,1,True,True,False,0.114,4.64,HES-SO Sion
429,Riddes,1908,46.168889,7.219204,24.3,1.0,room,False,1,False,True,False,0.302,12.81,HES-SO Sion
317,Sierre,3960,46.287557,7.534582,18.6,1.0,room,False,2,False,False,False,0.149,0.49,HES-SO Sierre
513,Sierre,3960,46.288153,7.53377,23.1,1.0,room,False,2,False,True,False,0.124,0.44,HES-SO Sierre
335,Riddes,1908,46.173013,7.217178,17.7,1.0,room,True,0,False,True,False,0.076,12.72,HES-SO Sion
601,Conthey,1964,46.21353,7.296647,28.5,1.0,room,True,2,False,False,False,0.495,5.3,HES-SO Sion
417,Monthey,1870,46.248963,6.953164,24.0,1.0,room,False,2,True,True,False,0.071,31.67,HES-SO Sion
330,Vétroz,1963,46.218542,7.284587,15.6,1.0,room,False,4,True,True,True,0.803,6.08,HES-SO Sion
260,Saxon,1907,46.15211,7.172947,15.5,1.0,room,False,5,True,False,False,0.305,16.84,HES-SO Sion
367,Conthey,1964,46.214897,7.304567,16.8,1.0,room,False,0,False,False,True,0.141,4.67,HES-SO Sion
359,Sion,1950,46.224181,7.357656,16.9,1.0,room,False,1,True,False,False,0.14,0.49,HES-SO Sion
1240,Brig,3900,46.319042,7.986908,39.7,2.0,entire_home,False,0,True,False,True,0.04,28.52,HES-SO Loeche
468,Sierre,3960,46.289575,7.533079,25.3,1.0,room,False,5,False,False,False,0.168,0.32,HES-SO Sierre
325,Visp,3930,46.296135,7.887938,17.4,1.0,room,True,4,True,False,False,0.202,22.12,HES-SO Loeche
456,Fully,1926,46.138088,7.108785,29.8,1.0,room,False,5,False,True,False,0.411,21.94,HES-SO Sion
281,Brig,3900,46.312187,7.981114,18.5,1.0,room,False,3,False,True,False,0.129,28.28,HES-SO Loeche
416,Leuk,3953,46.313339,7.631645,26.2,1.0,room,False,5,False,True,False,0.471,7.27,HES-SO Loeche
317,Vétroz,1963,46.222618,7.281625,17.2,1.0,room,False,2,False,False,False,0.395,6.26,HES-SO Sion
1492,Vétroz,1963,46.223804,7.279188,52.8,3.0,entire_home,False,3,False,False,False,0.22,6.44,HES-SO Sion
273,Martigny,1920,46.103025,7.071314,16.6,1.0,room,True,1,True,False,False,0.078,26.38,HES-SO Sion
274,Conthey,1964,46.21657,7.301063,16.6,1.0,room,False,4,False,True,False,0.227,4.88,HES-SO Sion
253,Vétroz,1963,46.224393,7.280992,17.7,1.0,room,False,0,False,False,False,0.244,6.29,HES-SO Sion
306,Brig,3900,46.315012,7.979396,20.1,1.0,room,False,0,True,False,False,0.098,28.07,HES-SO Loeche
478,Saxon,1907,46.152229,7.178062,25.2,1.0,room,True,2,False,True,False,0.182,16.49,HES-SO Sion
564,St-Maurice,1890,46.220597,7.004512,23.8,1.0,room,True,5,True,True,False,0.187,27.63,HES-SO Sion
300,Fully,1926,46.136237,7.107214,23.8,1.0,room,False,0,False,True,False,0.387,22.14,HES-SO Sion
414,Conthey,1964,46.214073,7.29825,20.1,1.0,room,False,3,False,True,False,0.449,5.16,HES-SO Sion
479,Conthey,1964,46.215423,7.298543,24.7,1.0,room,False,1,False,True,False,0.314,5.1,HES-SO Sion
1362,Monthey,1870,46.252581,6.945849,48.3,2.5,entire_home,False,0,True,False,True,0.11,32.26,HES-SO Sion
281,Brig,3900,46.317305,7.987645,18.6,1.0,room,False,5,True,False,False,0.063,28.62,HES-SO Loeche
1636,Leuk,3953,46.320184,7.638546,52.2,2.5,entire_home,True,5,False,True,True,0.099,6.56,HES-SO Loeche
323,Fully,1926,46.13966,7.113173,17.8,1.0,room,False,5,False,True,True,0.388,21.56,HES-SO Sion
377,St-Maurice,1890,46.220268,6.998525,15.1,1.0,room,True,5,True,True,True,0.48,28.09,HES-SO Sion
359,Brig,3900,46.318874,7.979305,18.9,1.0,room,True,5,True,False,False,0.357,27.96,HES-SO Loeche
1506,Fully,1926,46.137874,7.107695,53.9,2.5,entire_home,False,1,True,True,False,0.452,22.03,HES-SO Sion
1064,Martigny,1920,46.102352,7.074531,32.8,2.0,entire_home,False,3,True,True,False,0.094,26.2,HES-SO Sion
556,Leuk,3953,46.31988,7.630863,26.0,1.0,room,False,3,True,True,False,0.201,6.54,HES-SO Loeche
293,Vétroz,1963,46.218073,7.28783,16.7,1.0,room,False,1,True,False,False,0.694,5.85,HES-SO Sion
397,Riddes,1908,46.168626,7.212925,22.6,1.0,room,False,3,True,True,False,0.426,13.24,HES-SO Sion
314,Riddes,1908,46.17045,7.218044,19.8,1.0,room,False,2,False,False,True,0.23,12.8,HES-SO Sion
